Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
937,Male,29,Married,1,High School,Employed,Salaried,Own,Suburban,58574,2668,837,1,29481,22452,0,20000,18,Home,14.62,Secured,Yes,6,20,0.71,0
938,Female,50,Divorced,0,High School,Employed,Salaried,Rent,Urban,40356,987,435,0,48796,16306,0,12562,158,Home,6.48,Unsecured,Yes,2,27,0.74,0
939,Male,31,Single,2,Graduate,Employed,Business,Own,Urban,127519,2948,712,1,44667,23321,0,36875,41,Home,7.15,Secured,Yes,7,12,0.61,1
940,Male,25,Single,0,High School,Employed,Business,Own,Rural,65434,1674,776,0,10062,18692,1,20000,192,Vehicle,4.81,Unsecured,Yes,8,19,0.16,0
941,Male,34,Married,0,Postgraduate,Employed,Freelancer,Rent,Urban,109070,951,785,2,49007,17274,1,24274,43,Education,6.89,Unsecured,Yes,3,12,0.68,1
942,Male,27,Single,1,Graduate,Employed,Freelancer,Own,Urban,120733,3148,811,1,29378,2796,0,29062,92,Personal,11.96,Unsecured,No,6,26,0.8,0
943,Female,41,Married,0,Postgraduate,Employed,Salaried,Other,Urban,88113,2125,739,0,23509,2452,0,25327,171,Home,14.84,Secured,Yes,4,10,0.45,1
944,Male,45,Married,0,Graduate,Self-Employed,Freelancer,Rent,Rural,60947,1388,489,2,11481,4267,0,12647,113,Vehicle,5.58,Unsecured,Yes,8,21,0.77,0
945,Female,47,Married,0,Graduate,Self-Employed,Business,Other,Urban,122880,4046,767,1,30106,25484,1,21199,51,Home,12.36,Secured,No,5,11,0.56,1
946,Female,34,Married,1,High School,Self-Employed,Salaried,Rent,Suburban,149541,865,787,1,42542,9176,0,21175,216,Home,11.25,Unsecured,Yes,8,22,0.87,0
947,Female,33,Single,2,High School,Unemployed,Professional,Rent,Urban,79589,1593,715,1,24786,20218,0,22589,221,Vehicle,4.4,Secured,No,9,26,0.68,1
948,Female,58,Divorced,1,High School,Employed,Professional,Own,Urban,62262,1912,542,0,45978,22554,0,19664,80,Personal,14.49,Unsecured,Yes,1,18,0.69,0
949,Male,28,Married,0,High School,Unemployed,Freelancer,Own,Urban,68453,806,478,2,25499,26446,1,24558,74,Vehicle,10.44,Secured,Yes,9,8,0.44,0
950,Male,37,Divorced,1,Postgraduate,Employed,Salaried,Other,Rural,70590,3684,819,1,18227,6850,0,21090,84,Education,5.99,Secured,No,3,23,0.85,1
951,Male,33,Single,3,Graduate,Employed,Business,Rent,Urban,80904,2524,787,2,49699,15521,0,22539,232,Education,13.22,Unsecured,No,5,18,0.33,1
952,Male,45,Married,1,High School,Employed,Freelancer,Rent,Suburban,64733,1444,731,2,21377,13068,1,20000,54,Education,13.25,Unsecured,No,0,22,0.87,1
953,Female,36,Single,0,High School,Self-Employed,Freelancer,Own,Suburban,99113,3230,752,0,25687,24942,1,28429,152,Education,8.2,Unsecured,Yes,1,5,0.97,1
954,Female,24,Married,3,Graduate,Unemployed,Salaried,Own,Urban,49471,1370,527,2,42288,21062,0,16478,43,Education,4.66,Unsecured,No,1,19,0.98,0
955,Male,46,Married,2,High School,Employed,Freelancer,Own,Urban,79034,4446,740,1,9761,29056,0,21271,227,Vehicle,8.81,Secured,Yes,7,21,0.78,1
956,Female,46,Married,0,High School,Unemployed,Professional,Own,Urban,115222,3177,844,1,48328,18478,0,26578,108,Home,4.46,Secured,Yes,7,13,0.69,1
957,Male,27,Divorced,3,High School,Employed,Salaried,Own,Rural,99681,1597,758,0,43286,8743,0,21501,49,Vehicle,14.84,Secured,Yes,5,5,0.2,1
958,Female,36,Divorced,2,Graduate,Employed,Business,Own,Urban,128999,2494,772,1,47852,28181,0,38341,184,Education,4.03,Secured,No,3,18,0.95,0
959,Male,37,Married,1,Graduate,Unemployed,Professional,Own,Urban,119299,4013,767,2,12318,24660,0,22291,38,Vehicle,13.11,Unsecured,No,8,25,0.14,1
960,Female,39,Married,3,Graduate,Self-Employed,Salaried,Rent,Suburban,24896,2856,340,2,49051,19992,0,8908,205,Education,7.08,Unsecured,Yes,4,5,0.96,0
961,Male,34,Married,1,High School,Self-Employed,Freelancer,Rent,Urban,59699,3622,809,1,14445,11005,0,20000,77,Education,4.45,Unsecured,No,9,12,0.37,1
962,Male,30,Married,1,Graduate,Self-Employed,Professional,Rent,Suburban,135947,1505,781,0,33100,17443,0,30152,220,Home,3.82,Unsecured,No,5,13,0.64,0
963,Female,45,Single,3,Graduate,Self-Employed,Professional,Other,Urban,64206,3112,798,0,25769,13599,0,20000,130,Home,6.24,Unsecured,Yes,4,14,0.27,1
964,Female,44,Married,3,Postgraduate,Employed,Salaried,Own,Suburban,143747,1753,844,2,43219,16745,0,27475,225,Home,3.92,Secured,Yes,7,27,0.91,1
965,Female,29,Single,1,Postgraduate,Unemployed,Salaried,Own,Suburban,83237,977,845,1,7488,7313,0,23545,173,Vehicle,10.83,Unsecured,No,0,13,0.65,1
966,Female,47,Married,0,High School,Self-Employed,Professional,Own,Urban,56389,3837,743,0,46056,20603,0,20000,196,Personal,10.3,Unsecured,No,1,9,0.57,1
967,Female,49,Single,0,High School,Self-Employed,Business,Own,Urban,25502,3455,492,0,5104,13864,0,7739,38,Education,12.04,Secured,Yes,0,20,0.46,0
968,Male,37,Single,2,Postgraduate,Unemployed,Freelancer,Own,Urban,67208,1369,726,2,8939,28996,0,20137,165,Vehicle,4.27,Secured,No,4,12,0.72,1
969,Female,44,Married,0,High School,Employed,Freelancer,Own,Suburban,149252,1217,775,0,20780,20721,0,32855,116,Home,7.85,Secured,No,6,27,0.79,1
970,Male,49,Married,0,Graduate,Employed,Salaried,Own,Urban,119942,3875,836,1,20368,23002,1,30911,159,Vehicle,9.23,Unsecured,Yes,0,13,0.37,1
971,Female,44,Married,3,High School,Employed,Salaried,Own,Suburban,126307,4448,779,1,48750,22109,0,36675,64,Vehicle,4.24,Unsecured,No,0,14,0.14,1
972,Male,58,Married,3,High School,Self-Employed,Professional,Other,Urban,31303,4907,412,2,20969,13690,0,10128,62,Education,9.49,Unsecured,Yes,0,19,0.86,0
973,Female,26,Single,2,Graduate,Employed,Business,Other,Suburban,60080,2804,450,1,35497,14119,0,8031,103,Education,6.76,Unsecured,No,7,23,0.5,0
974,Female,31,Married,1,High School,Self-Employed,Business,Other,Urban,66185,4606,845,0,2322,7659,0,20000,61,Vehicle,8.62,Unsecured,No,7,19,0.58,1
975,Male,31,Married,1,High School,Employed,Business,Rent,Urban,55189,2705,720,0,3631,15006,0,20000,178,Vehicle,9.68,Unsecured,No,2,7,0.63,1
976,Female,25,Single,3,Graduate,Employed,Salaried,Other,Suburban,80297,4270,843,1,41050,16103,0,20188,228,Home,3.99,Unsecured,No,2,16,0.53,1
977,Female,42,Single,2,Graduate,Employed,Freelancer,Own,Urban,65442,901,759,1,44211,11724,0,20000,232,Home,11.44,Unsecured,Yes,2,14,0.94,1
978,Male,36,Single,2,High School,Employed,Freelancer,Rent,Suburban,50351,4578,810,1,31019,25686,1,20000,239,Education,9.46,Unsecured,Yes,7,13,0.1,1
979,Male,38,Married,1,High School,Self-Employed,Business,Own,Suburban,144698,2312,766,2,27117,8691,0,41844,212,Home,8.13,Secured,No,7,26,0.71,1
980,Male,39,Married,2,Graduate,Self-Employed,Professional,Rent,Suburban,119073,969,832,1,29719,16326,1,35660,28,Education,4.39,Unsecured,No,5,26,0.92,0
981,Male,27,Divorced,0,Graduate,Self-Employed,Salaried,Own,Suburban,78987,2084,719,2,32130,7658,0,23226,204,Vehicle,4.8,Unsecured,Yes,3,21,0.31,1
982,Male,47,Married,1,Postgraduate,Employed,Salaried,Own,Urban,20966,3083,519,0,36922,16649,0,8188,219,Education,10.87,Unsecured,Yes,0,23,0.94,0
983,Male,27,Married,0,Graduate,Unemployed,Salaried,Other,Urban,127754,3528,720,0,35003,19996,1,26684,136,Home,12.07,Secured,Yes,8,5,0.46,1
984,Male,43,Single,2,Postgraduate,Self-Employed,Business,Own,Urban,106756,3084,748,2,14617,18090,0,27534,188,Home,14.21,Secured,No,7,5,0.09,0
985,Male,26,Single,1,Graduate,Employed,Freelancer,Rent,Urban,31697,4779,594,0,19993,16197,0,12300,40,Education,4.46,Secured,No,4,20,0.46,0
986,Female,42,Married,3,Graduate,Employed,Freelancer,Rent,Suburban,82778,3976,807,0,24145,17028,0,23483,36,Home,7.7,Secured,No,9,6,0.58,1
987,Male,25,Single,1,High School,Employed,Freelancer,Own,Urban,62760,1461,840,2,2236,27181,0,20000,131,Vehicle,5.58,Secured,Yes,9,15,0.81,0
988,Female,41,Single,0,Graduate,Unemployed,Salaried,Own,Urban,110353,2352,745,0,24989,20030,0,23396,218,Home,7.1,Unsecured,No,1,22,0.55,1
989,Female,46,Married,3,Postgraduate,Employed,Business,Own,Urban,147517,4440,843,1,47254,3171,0,42809,19,Vehicle,9.6,Secured,Yes,7,6,0.15,0
990,Male,29,Single,1,Graduate,Employed,Freelancer,Own,Urban,30686,1583,347,1,22811,29712,0,6671,40,Personal,5.36,Unsecured,No,4,11,0.3,1
991,Female,35,Married,0,Graduate,Self-Employed,Freelancer,Own,Urban,28513,3205,508,0,40802,14507,0,6348,28,Vehicle,11.42,Unsecured,Yes,4,6,0.51,0
992,Female,26,Married,1,Graduate,Employed,Freelancer,Rent,Urban,65119,4014,744,1,43215,12366,0,20000,193,Home,11.07,Unsecured,Yes,3,28,0.78,0
993,Female,48,Single,3,Graduate,Employed,Freelancer,Own,Urban,76477,1094,701,2,8841,1919,0,20954,20,Home,11.73,Secured,Yes,1,5,0.24,1
994,Female,31,Divorced,0,High School,Employed,Professional,Own,Urban,70847,3322,713,1,21704,27857,0,20908,64,Education,10.08,Secured,No,2,26,0.63,1
995,Female,28,Married,3,High School,Unemployed,Salaried,Rent,Urban,85619,3164,781,2,23649,28394,0,24414,177,Vehicle,4.93,Secured,No,6,19,0.06,1
996,Female,47,Married,0,High School,Self-Employed,Business,Rent,Suburban,59730,1247,760,2,45407,12576,1,20000,72,Home,10.89,Secured,Yes,8,11,0.21,1
997,Male,21,Single,2,Postgraduate,Self-Employed,Freelancer,Own,Rural,28713,4333,300,2,11189,26643,0,10853,162,Home,5.49,Secured,No,5,12,0.17,0
998,Female,45,Married,0,Postgraduate,Unemployed,Business,Rent,Suburban,58318,2113,762,2,40992,18623,0,20000,78,Home,6.88,Unsecured,Yes,8,22,0.74,1
999,Female,44,Divorced,3,Graduate,Unemployed,Salaried,Own,Suburban,39761,3311,594,0,41747,24442,0,15054,136,Home,12.83,Unsecured,Yes,8,25,0.4,0
1000,Female,35,Divorced,0,Graduate,Employed,Business,Rent,Suburban,52301,2154,724,2,44193,25255,0,20000,237,Home,13.02,Secured,Yes,8,22,0.28,1
1001,Male,48,Single,0,Graduate,Unemployed,Salaried,Own,Suburban,80128,3745,790,1,30146,381,0,21758,148,Education,14.02,Unsecured,No,1,17,0.29,1
1002,Female,28,Married,3,Postgraduate,Employed,Salaried,Own,Suburban,84880,2997,729,2,46972,24846,1,21161,160,Personal,3.59,Unsecured,No,4,22,0.92,1
1003,Male,44,Married,3,High School,Unemployed,Professional,Own,Suburban,26051,2188,346,2,31827,22853,1,10293,205,Vehicle,10.31,Secured,No,8,13,0.34,0
1004,Male,45,Married,3,Postgraduate,Employed,Salaried,Rent,Urban,34874,3098,330,1,26761,21124,1,6181,72,Education,12.45,Secured,Yes,0,6,0.88,1
1005,Female,64,Divorced,1,Postgraduate,Self-Employed,Business,Own,Urban,44697,4494,421,1,3591,6797,1,5145,220,Education,12.79,Unsecured,Yes,6,19,0.48,0
1006,Female,26,Married,2,High School,Employed,Professional,Own,Suburban,97444,2578,745,1,40309,27907,0,25768,212,Education,4.73,Secured,Yes,8,28,0.05,1
1007,Male,26,Married,3,Graduate,Unemployed,Freelancer,Rent,Urban,58811,2122,726,2,49320,15750,0,20000,177,Education,14.13,Secured,Yes,4,18,0.69,1
1008,Male,58,Married,1,Graduate,Employed,Professional,Own,Suburban,55022,2229,347,0,27526,7630,0,5479,95,Home,10.65,Secured,Yes,1,12,0.25,1
1009,Female,37,Single,0,Graduate,Employed,Business,Rent,Suburban,106381,3250,761,0,37375,25004,0,27219,190,Personal,10.82,Secured,No,0,19,0.86,1
1010,Male,39,Single,3,High School,Employed,Business,Own,Suburban,54568,2948,727,0,42504,5508,0,20000,206,Home,7.34,Secured,No,8,18,0.46,0
1011,Male,48,Divorced,3,Postgraduate,Employed,Business,Own,Urban,60749,3207,834,2,8791,8710,0,20000,167,Personal,12.56,Secured,Yes,4,27,0.49,1
1012,Male,36,Married,2,Graduate,Employed,Salaried,Own,Urban,30269,4334,382,1,23013,21169,0,7250,129,Home,5.31,Unsecured,No,9,25,0.37,0
1013,Female,24,Married,1,Graduate,Self-Employed,Business,Own,Urban,25352,3422,389,0,22217,27444,1,9125,237,Vehicle,13.75,Unsecured,No,8,21,0.77,0
1014,Female,41,Single,2,Graduate,Unemployed,Freelancer,Own,Suburban,117438,2785,741,2,23354,19797,0,34226,170,Home,10.7,Unsecured,Yes,2,14,0.18,1
1015,Female,65,Married,1,Postgraduate,Self-Employed,Professional,Own,Suburban,30522,3171,420,1,41618,5942,0,10022,58,Personal,10.37,Secured,Yes,2,23,0.21,0
1016,Female,21,Married,3,Graduate,Employed,Salaried,Rent,Urban,64969,4361,534,2,8994,29874,0,16848,200,Vehicle,11.07,Secured,Yes,9,15,0.98,0
1017,Female,28,Single,3,Graduate,Employed,Freelancer,Own,Urban,86988,1845,839,2,21927,9238,0,25502,197,Personal,11.83,Unsecured,Yes,2,8,0.01,0
1018,Male,32,Single,3,High School,Employed,Salaried,Other,Rural,144269,1987,816,1,40422,3144,0,36427,164,Home,13.82,Unsecured,No,9,15,0.96,1
1019,Female,47,Married,3,Graduate,Self-Employed,Professional,Own,Suburban,58522,2624,464,2,44945,11173,1,12717,198,Personal,4.33,Unsecured,No,6,21,0.6,0
1020,Male,44,Single,1,High School,Employed,Professional,Rent,Suburban,142054,2182,713,2,42907,16591,0,37752,214,Vehicle,14.8,Unsecured,Yes,3,20,0.27,1
1021,Female,35,Divorced,3,Postgraduate,Unemployed,Freelancer,Own,Urban,108601,4255,845,0,19400,12129,1,20726,105,Home,8.16,Secured,No,6,19,0.48,0
1022,Male,33,Married,2,Graduate,Unemployed,Salaried,Own,Suburban,96242,3593,815,1,12922,15192,0,26268,204,Home,14.59,Secured,Yes,9,25,0.89,0
1023,Male,31,Married,0,Graduate,Employed,Professional,Own,Suburban,51124,4051,381,1,15033,16661,1,17555,194,Personal,9.26,Secured,Yes,3,23,0.37,0
1024,Female,59,Married,2,Postgraduate,Employed,Salaried,Own,Urban,37086,2517,383,0,44445,16962,0,13676,56,Home,11.71,Secured,Yes,1,20,0.58,0
1025,Female,65,Single,3,High School,Employed,Professional,Own,Urban,65201,763,498,0,28787,17510,1,24475,188,Education,13.1,Secured,No,1,24,0.25,0
1026,Male,38,Divorced,1,Postgraduate,Self-Employed,Salaried,Own,Rural,133189,638,812,2,9423,28938,0,35377,237,Education,13.88,Secured,No,0,29,0.6,1
1027,Female,37,Single,0,High School,Self-Employed,Business,Own,Suburban,33948,1159,440,0,20257,15366,0,9385,180,Home,10.47,Unsecured,Yes,5,6,0.73,0
1028,Male,46,Married,3,Postgraduate,Employed,Salaried,Own,Urban,42852,2385,537,1,6204,27881,0,7278,100,Personal,12.05,Secured,No,6,27,0.16,0
1029,Male,34,Married,3,High School,Employed,Professional,Own,Urban,50884,4107,771,1,24062,29900,0,20000,94,Vehicle,13.44,Unsecured,Yes,1,17,0.56,1
1030,Male,43,Married,3,Postgraduate,Self-Employed,Business,Own,Urban,32684,535,496,2,44398,29326,0,11711,209,Personal,6.62,Unsecured,Yes,6,5,0.27,0
1031,Female,43,Single,1,Graduate,Employed,Salaried,Own,Urban,138260,3192,838,0,15523,5718,0,30693,46,Home,12.08,Secured,No,6,14,0.41,1
1032,Male,32,Married,2,Graduate,Employed,Professional,Rent,Urban,123375,3800,745,0,38209,20341,0,28587,31,Home,7.87,Secured,Yes,6,12,0.4,1
1033,Male,30,Married,3,Postgraduate,Self-Employed,Freelancer,Own,Urban,69250,3372,789,2,41497,1127,1,20157,232,Vehicle,14.06,Secured,Yes,5,9,0.76,1
1034,Female,44,Married,1,Postgraduate,Unemployed,Freelancer,Own,Urban,97641,1839,739,2,33920,16488,0,24088,55,Home,14.54,Unsecured,No,9,12,0.31,1
1035,Male,25,Married,0,Graduate,Self-Employed,Salaried,Rent,Urban,94685,4252,844,0,28770,19642,1,27136,76,Home,13.91,Secured,Yes,4,9,0.65,1
1036,Male,40,Married,2,Postgraduate,Unemployed,Professional,Own,Urban,50050,4214,844,1,30970,10017,0,20000,32,Vehicle,6.61,Unsecured,No,5,9,0.37,0
1037,Male,25,Single,0,Postgraduate,Employed,Salaried,Own,Urban,52345,4644,797,1,31578,25217,0,20000,124,Vehicle,4.15,Secured,No,8,23,0.06,1
1038,Female,52,Single,2,Postgraduate,Unemployed,Salaried,Rent,Urban,61321,1671,473,0,35903,13248,0,22230,14,Vehicle,8.11,Unsecured,Yes,3,10,0.7,0
1039,Female,32,Married,1,High School,Unemployed,Salaried,Rent,Suburban,55085,1767,736,0,16990,13429,1,20000,194,Personal,13.01,Unsecured,No,0,29,0.57,1
1040,Female,32,Single,2,Graduate,Unemployed,Professional,Own,Suburban,135090,1133,811,0,34014,11218,1,27266,156,Home,13.15,Unsecured,Yes,7,14,0.96,1
1041,Male,26,Single,3,Postgraduate,Employed,Freelancer,Own,Urban,53820,2856,807,0,38318,26102,0,20000,134,Home,5.12,Unsecured,Yes,0,15,0.36,0
1042,Female,45,Single,1,Graduate,Employed,Professional,Own,Suburban,41054,1261,567,0,35758,3688,0,6830,126,Home,7.78,Unsecured,No,3,10,0.14,0
1043,Female,36,Single,1,High School,Self-Employed,Business,Own,Urban,67730,4313,765,0,25333,9413,0,20115,22,Home,11.58,Secured,Yes,1,26,0.22,1
1044,Female,40,Married,1,Postgraduate,Unemployed,Business,Own,Urban,59901,2554,738,1,9051,1074,1,20000,128,Education,3.64,Secured,Yes,6,22,0.95,1
1045,Female,28,Single,3,Postgraduate,Employed,Professional,Own,Urban,69097,2638,372,2,39308,11255,1,21084,146,Education,11.08,Unsecured,No,4,18,0.26,0
1046,Male,41,Married,2,Graduate,Self-Employed,Salaried,Rent,Urban,105512,2240,725,0,34950,16113,0,26591,116,Home,8.26,Secured,No,2,24,0.03,1
1047,Female,38,Married,2,Graduate,Self-Employed,Freelancer,Own,Suburban,129138,2060,769,1,11954,14791,0,36191,181,Home,11.66,Unsecured,No,1,22,0.13,1
1048,Male,29,Married,1,High School,Employed,Professional,Own,Urban,111754,562,709,0,14614,781,0,23243,179,Education,7.0,Secured,Yes,0,26,0.9,1
1049,Male,50,Single,2,Postgraduate,Self-Employed,Professional,Own,Urban,68410,1079,448,1,21384,2321,0,8031,225,Home,11.47,Unsecured,Yes,6,20,0.52,0
1050,Female,32,Single,2,High School,Self-Employed,Professional,Own,Urban,87613,1189,708,2,32688,7828,0,24381,61,Personal,6.06,Unsecured,Yes,0,15,0.74,1
1051,Female,58,Married,0,High School,Employed,Business,Rent,Urban,40114,4487,410,0,25173,2064,0,6142,13,Home,8.51,Unsecured,Yes,5,13,0.74,0
1052,Female,26,Single,3,Postgraduate,Employed,Freelancer,Other,Urban,100226,1198,849,0,2714,5092,0,25718,189,Personal,11.9,Unsecured,No,9,10,0.97,1
1053,Male,30,Married,1,Graduate,Employed,Freelancer,Own,Suburban,53715,703,463,1,33882,27998,1,19246,38,Education,6.13,Unsecured,No,5,7,0.61,1
1054,Male,60,Married,3,Graduate,Self-Employed,Freelancer,Own,Urban,48887,2638,466,0,21641,9629,0,9417,204,Home,8.57,Secured,Yes,0,19,0.94,0
1055,Male,33,Single,3,Graduate,Employed,Salaried,Other,Urban,66708,4324,494,2,27790,22483,1,17617,36,Education,13.48,Unsecured,No,1,25,0.37,0
1056,Female,28,Married,3,Graduate,Employed,Freelancer,Other,Urban,102051,3617,705,1,7163,4736,0,23023,63,Education,5.48,Secured,No,8,21,0.04,1
1057,Female,56,Single,2,High School,Employed,Salaried,Own,Suburban,23727,1800,573,1,41679,20675,0,9132,78,Personal,14.11,Secured,No,2,28,0.05,0
1058,Male,45,Single,1,Graduate,Unemployed,Professional,Own,Urban,99367,4738,791,2,4062,6551,0,24662,91,Home,14.54,Secured,No,0,5,0.3,1
1059,Male,41,Married,0,High School,Employed,Business,Own,Urban,134859,2737,734,2,26291,29455,0,32818,30,Home,9.04,Secured,No,8,29,0.01,1
1060,Female,31,Single,0,Graduate,Employed,Professional,Own,Rural,74645,4413,820,0,7922,28971,0,21146,86,Home,13.81,Secured,Yes,7,24,0.48,1
1061,Female,51,Single,3,Graduate,Self-Employed,Business,Own,Suburban,24816,1089,556,2,41042,7259,1,8836,50,Education,4.6,Unsecured,No,0,17,0.58,0
1062,Male,35,Married,0,High School,Employed,Business,Rent,Urban,42932,987,567,2,38023,12831,1,9426,102,Home,5.6,Secured,Yes,1,14,0.1,0
1063,Male,58,Single,2,Graduate,Employed,Business,Own,Urban,33248,1523,539,1,8403,18118,0,8249,121,Personal,7.89,Secured,Yes,1,26,0.79,0
1064,Male,33,Divorced,3,High School,Self-Employed,Business,Rent,Urban,92083,4459,813,2,2483,6345,0,20380,223,Personal,4.94,Secured,No,5,18,0.91,1
1065,Female,35,Single,0,High School,Unemployed,Salaried,Own,Urban,94494,1934,770,0,27527,275,0,26823,194,Vehicle,13.46,Unsecured,Yes,1,9,0.07,1
1066,Female,53,Single,1,Graduate,Self-Employed,Salaried,Own,Suburban,59920,4563,514,1,16256,20908,0,23569,115,Home,8.56,Unsecured,No,8,17,0.4,1
1067,Male,28,Married,0,High School,Self-Employed,Professional,Other,Urban,82982,1884,703,0,42823,11213,1,20953,52,Personal,7.16,Unsecured,Yes,1,19,0.68,1
1068,Female,47,Married,0,Postgraduate,Employed,Business,Rent,Rural,54989,1164,744,0,35809,8304,0,20000,144,Home,9.01,Secured,No,5,26,0.69,1
1069,Male,29,Single,0,High School,Employed,Salaried,Own,Suburban,118984,1921,815,2,45387,16963,0,23304,64,Vehicle,4.1,Secured,No,2,10,0.27,1
1070,Male,41,Married,2,High School,Employed,Business,Rent,Suburban,89831,4793,794,0,11202,7967,0,26158,175,Personal,4.07,Secured,Yes,8,26,0.99,1
1071,Male,29,Single,2,High School,Self-Employed,Business,Own,Urban,62059,1323,837,1,1888,152,0,20000,100,Home,12.98,Unsecured,Yes,4,8,0.53,1
1072,Male,28,Single,3,Graduate,Self-Employed,Salaried,Own,Urban,115875,1384,835,2,40869,14563,0,31392,123,Vehicle,10.06,Secured,Yes,1,14,0.26,0
1073,Male,27,Married,1,Postgraduate,Employed,Salaried,Other,Urban,110807,4090,712,2,24118,19376,0,21387,130,Education,9.0,Secured,Yes,2,15,0.08,1
1074,Male,25,Single,1,Graduate,Employed,Freelancer,Rent,Urban,127785,876,792,0,27362,25865,1,23611,116,Personal,12.54,Unsecured,Yes,1,24,0.64,1
1075,Male,69,Single,3,Postgraduate,Unemployed,Freelancer,Rent,Urban,68676,1046,497,1,35107,10378,1,6414,188,Education,5.04,Secured,No,1,19,0.25,0
1076,Female,27,Married,3,Graduate,Employed,Salaried,Own,Suburban,103287,2540,830,1,6416,11901,0,27947,82,Vehicle,7.1,Secured,Yes,5,17,0.01,1
1077,Male,32,Married,0,High School,Self-Employed,Salaried,Rent,Rural,77723,2822,772,1,19006,15456,0,21907,87,Home,4.74,Secured,No,9,23,0.71,1
1078,Female,47,Married,2,Postgraduate,Self-Employed,Salaried,Own,Urban,77469,1016,802,0,6627,3007,0,21286,108,Home,12.66,Secured,No,9,16,0.03,0
1079,Male,30,Divorced,2,Postgraduate,Self-Employed,Freelancer,Own,Suburban,93269,4110,775,0,41150,994,0,20445,187,Personal,7.08,Secured,No,2,27,0.16,1
1080,Male,44,Single,2,Postgraduate,Employed,Freelancer,Own,Urban,35009,2069,316,0,45359,10839,1,7446,86,Home,4.64,Unsecured,Yes,6,25,0.86,0
1081,Male,39,Single,1,Graduate,Employed,Professional,Own,Urban,68971,2986,590,0,34850,22287,0,18323,183,Education,6.83,Unsecured,Yes,9,8,0.42,0
